Municípios;Código municipal;UF;habitantes por km²
Santa Terezinha;2928505;BA;14,52
Santa Terezinha;4215679;SC;11,27
Santa Terezinha;5107776;MT;1,17
Santa Terezinha de Goiás;5219704;GO;8,82
Santa Terezinha de Itaipu;4124053;PR;90,44
Santa Terezinha do Progresso;4215687;SC;21,53
Santa Terezinha do Tocantins;1720002;TO;8,78
Santa Vitória;3159803;MG;6,99
Santa Vitória do Palmar;4317301;RS;5,95
Santaluz;2928000;BA;23,3
Santana;1600600;AP;69,83
Santana;2928208;BA;12,97
Santana da Boa Vista;4317004;RS;4,95
Santana da Ponte Pensa;3547205;SP;12,86
Santana da Vargem;3158300;MG;38,8
Santana de Cataguases;3158409;MG;21,61
Santana de Mangueira;2513505;PB;12,37
Santana de Parnaíba;3547304;SP;856,38
Santana de Pirapama;3158508;MG;5,6
Santana do Acaraú;2312007;CE;31,49
Santana do Araguaia;1506708;PA;2,8
Santana do Cariri;2312106;CE;19,83
Santana do Deserto;3158607;MG;20,51
Santana do Garambéu;3158706;MG;10,52
Santana do Ipanema;2708006;AL;105,97
Santana do Itararé;4124004;PR;21,94
Santana do Jacaré;3158805;MG;39,69
Santana do Manhuaçu;3158904;MG;25,87
Santana do Maranhão;2110237;MA;11,34
Santana do Matos;2411403;RN;8,76
Santana do Mundaú;2708105;AL;48,77
Santana do Paraíso;3158953;MG;162,28
Santana do Piauí;2209351;PI;36,77
Santana do Riacho;3159001;MG;7,85
Santana do São Francisco;2806404;SE;166,89
Santana do Seridó;2411429;RN;14,31
Santana dos Garrotes;2513604;PB;18,17
Santana dos Montes;3159100;MG;17,65
Santanópolis;2928307;BA;39,14
Santarém;1506807;PA;18,55
Santarém Novo;1506906;PA;26,65
Santiago;4317400;RS;20,27
Santiago do Sul;4215695;SC;22,51
Santo Afonso;5107263;MT;2,16
Santo Amaro;2928604;BA;113,27
Santo Amaro da Imperatriz;4215703;SC;79,22
Santo Amaro das Brotas;2806602;SE;46,81
Santo Amaro do Maranhão;2110278;MA;8,81
Santo Anastácio;3547700;SP;32,49
Santo André;2513851;PB;13,26
Santo André;3547809;SP;4.260,5
Santo Ângelo;4317509;RS;113,22
Santo Antônio;2411502;RN;73,66
Santo Antônio da Alegria;3547908;SP;21,83
Santo Antônio da Barra;5219712;GO;9,48
Santo Antônio da Patrulha;4317608;RS;40,92
Santo Antônio da Platina;4124103;PR;61,5
Santo Antônio das Missões;4317707;RS;6,02
Santo Antônio de Goiás;5219738;GO;54,7
Santo Antônio de Jesus;2928703;BA;393,73
Santo Antônio de Lisboa;2209401;PI;15,15
Santo Antônio de Pádua;3304706;RJ;68,46
Santo Antônio de Posse;3548005;SP;150,8
Santo Antônio do Amparo;3159902;MG;35,36
Santo Antônio do Aracanguá;3548054;SP;6,4
Santo Antônio do Aventureiro;3160009;MG;18,66
Santo Antônio do Caiuá;4124202;PR;11,38
Santo Antônio do Descoberto;5219753;GO;76,41
Santo Antônio do Grama;3160108;MG;32,48
Santo Antônio do Içá;1303700;AM;2,28
Santo Antônio do Itambé;3160207;MG;12,81
Santo Antônio do Jacinto;3160306;MG;20,5
Santo Antônio do Jardim;3548104;SP;55,71
Santo Antônio do Leste;5107792;MT;1,2
Santo Antônio do Leverger;5107800;MT;1,61
Santo Antônio do Monte;3160405;MG;24,25
Santo Antônio do Palma;4317558;RS;16,58
Santo Antônio do Paraíso;4124301;PR;12,72
Santo Antônio do Pinhal;3548203;SP;53,63
Santo Antônio do Planalto;4317756;RS;10,27
Santo Antônio do Retiro;3160454;MG;8,32
Santo Antônio do Rio Abaixo;3160504;MG;16,85
Santo Antônio do Sudoeste;4124400;PR;72,69
Santo Antônio do Tauá;1507003;PA;51,08
Santo Antônio dos Lopes;2110302;MA;18,55
Santo Antônio dos Milagres;2209450;PI;63,56
Santo Augusto;4317806;RS;29,72
Santo Cristo;4317905;RS;41,72
Santo Estêvão;2928802;BA;145,08
Santo Expedito;3548302;SP;31,76
Santo Expedito do Sul;4317954;RS;18,7
Santo Hipólito;3160603;MG;6,31
Santo Inácio;4124509;PR;22,06
Santo Inácio do Piauí;2209500;PI;4,28
Santópolis do Aguapeí;3548401;SP;30,45
Santos;3548500;SP;1.489,53
Santos Dumont;3160702;MG;66,53
São Benedito;2312304;CE;135,79
São Benedito do Rio Preto;2110401;MA;19,71
São Benedito do Sul;2612901;PE;81,71
São Bentinho;2513927;PB;21,67
São Bento;2110500;MA;101,52
São Bento;2513901;PB;131,12
São Bento Abade;3160801;MG;58,62
São Bento do Norte;2411601;RN;11,44
São Bento do Sapucaí;3548609;SP;46,22
São Bento do Sul;4215802;SC;167,97
São Bento do Tocantins;1720101;TO;5,14
São Bento do Trairí;2411700;RN;19,87
São Bento do Una;2613008;PE;68,76
São Bernardino;4215752;SC;17,91
São Bernardo;2110609;MA;26,79
São Bernardo do Campo;3548708;SP;1.979,65
São Bonifácio;4215901;SC;6,38
São Borja;4318002;RS;16,5
São Brás;2708204;AL;47,15
São Brás do Suaçuí;3160900;MG;36,26
São Braz do Piauí;2209559;PI;6,64
São Caetano de Odivelas;1507102;PA;35,91
São Caetano do Sul;3548807;SP;10.805,23
São Caitano;2613107;PE;97,07
São Carlos;3548906;SP;224,17
São Carlos;4216008;SC;63,42
São Carlos do Ivaí;4124608;PR;29,27
São Cristóvão;2806701;SE;218,27
São Cristóvão do Sul;4216057;SC;17,59
São Desidério;2928901;BA;2,17
São Domingos;2513968;PB;15,23
São Domingos;2806800;SE;101,25
São Domingos;2928950;BA;29,06
São Domingos;4216107;SC;25,1
São Domingos;5219803;GO;2,91
São Domingos das Dores;3160959;MG;92,43
São Domingos do Araguaia;1507151;PA;15,15
São Domingos do Azeitão;2110658;MA;8,31
São Domingos do Capim;1507201;PA;18,14
São Domingos do Cariri;2513943;PB;11,05
São Domingos do Maranhão;2110708;MA;29,54
São Domingos do Norte;3204658;ES;28,77
São Domingos do Prata;3161007;MG;23,38
São Domingos do Sul;4318051;RS;35,01
São Felipe;2929107;BA;91,2
São Felipe D'Oeste;1101484;RO;9,71
São Félix;2929008;BA;106,81
São Félix de Balsas;2110807;MA;2,17
São Félix de Minas;3161056;MG;19,69
São Félix do Araguaia;5107859;MT;0,82
São Félix do Coribe;2929057;BA;8,67
São Félix do Piauí;2209609;PI;4,53
São Félix do Tocantins;1720150;TO;0,93
São Félix do Xingu;1507300;PA;0,78
São Fernando;2411809;RN;8,63
São Fidélis;3304805;RJ;37,65
São Francisco;2513984;PB;34,58
São Francisco;2806909;SE;38,61
São Francisco;3161106;MG;15,95
São Francisco;3549003;SP;34,43
São Francisco de Assis;4318101;RS;7,03
São Francisco de Assis do Piauí;2209658;PI;5,2
São Francisco de Goiás;5219902;GO;15,31
São Francisco de Itabapoana;3304755;RJ;40,3
São Francisco de Paula;3161205;MG;19,53
São Francisco de Paula;4318200;RS;6,6
São Francisco de Sales;3161304;MG;5,08
São Francisco do Brejão;2110856;MA;12,14
São Francisco do Conde;2929206;BA;143,61
São Francisco do Glória;3161403;MG;29,16
São Francisco do Guaporé;1101492;RO;1,49
São Francisco do Maranhão;2110906;MA;5,28
São Francisco do Oeste;2411908;RN;55,05
São Francisco do Pará;1507409;PA;31,07
São Francisco do Piauí;2209708;PI;4,02
São Francisco do Sul;4216206;SC;106,79
São Gabriel;2929255;BA;16,23
São Gabriel;4318309;RS;11,57
São Gabriel da Cachoeira;1303809;AM;0,47
São Gabriel da Palha;3204708;ES;74,16
São Gabriel do Oeste;5007695;MS;7,68
São Geraldo;3161502;MG;55,41
São Geraldo da Piedade;3161601;MG;21,7
São Geraldo do Araguaia;1507458;PA;7,66
São Geraldo do Baixio;3161650;MG;11,19
São Gonçalo;3304904;RJ;3.613,57
São Gonçalo do Abaeté;3161700;MG;2,74
São Gonçalo do Amarante;2312403;CE;64,25
São Gonçalo do Amarante;2412005;RN;463,72
São Gonçalo do Gurguéia;2209757;PI;2,13
São Gonçalo do Pará;3161809;MG;44,29
São Gonçalo do Piauí;2209807;PI;32,14
São Gonçalo do Rio Abaixo;3161908;MG;32,57
São Gonçalo do Rio Preto;3125507;MG;9,64
São Gonçalo do Sapucaí;3162005;MG;46,37
São Gonçalo dos Campos;2929305;BA;134,05
São Gotardo;3162104;MG;47,24
São Jerônimo;4318408;RS;22,48
São Jerônimo da Serra;4124707;PR;13,15
São João;2613206;PE;92,21
São João;4124806;PR;30,63
São João Batista;2111003;MA;28,53
São João Batista;4216305;SC;162,81
São João Batista do Glória;3162203;MG;13,97
São João d'Aliança;5220009;GO;4,21
São João da Baliza;1400506;RR;2,07
São João da Barra;3305000;RJ;80,84
São João da Boa Vista;3549102;SP;179,22
São João da Canabrava;2209856;PI;8,83
São João da Fronteira;2209872;PI;6,76
São João da Lagoa;3162252;MG;4,83
São João da Mata;3162302;MG;24,18
São João da Paraúna;5220058;GO;6,18
São João da Ponta;1507466;PA;22,61
São João da Ponte;3162401;MG;12,93
São João da Serra;2209906;PI;6,15
São João da Urtiga;4318424;RS;26,08
São João da Varjota;2209955;PI;11,11
São João das Duas Pontes;3549201;SP;19,93
São João das Missões;3162450;MG;19,2
São João de Iracema;3549250;SP;10,35
São João de Meriti;3305109;RJ;12.521,64
São João de Pirabas;1507474;PA;30,95
São João del Rei;3162500;MG;62,14
São João do Araguaia;1507508;PA;10,68
São João do Arraial;2209971;PI;38,36
São João do Caiuá;4124905;PR;18,35
São João do Cariri;2514008;PB;6,89
São João do Carú;2111029;MA;13,46
São João do Itaperiú;4216354;SC;29,38
São João do Ivaí;4125001;PR;30,19
São João do Jaguaribe;2312502;CE;20,95
São João do Manhuaçu;3162559;MG;78,59
São João do Manteninha;3162575;MG;38,65
São João do Oeste;4216255;SC;38,44
São João do Oriente;3162609;MG;58,86
São João do Pacuí;3162658;MG;9,55
São João do Paraíso;2111052;MA;4,83
São João do Paraíso;3162708;MG;12,42
São João do Pau d'Alho;3549300;SP;19,05
São João do Piauí;2210003;PI;14,02
São João do Polêsine;4318432;RS;33,82
São João do Rio do Peixe;2500700;PB;37,72
São João do Sabugi;2412104;RN;21,5
São João do Soter;2111078;MA;11,74
São João do Sul;4216404;SC;47,01
São João do Tigre;2514107;PB;5,25
São João do Triunfo;4125100;PR;19,05
São João dos Patos;2111102;MA;16,87
São João Evangelista;3162807;MG;32,03
São João Nepomuceno;3162906;MG;62,75
São Joaquim;4216503;SC;13,73
São Joaquim da Barra;3549409;SP;118,19
São Joaquim de Bicas;3162922;MG;478,66
São Joaquim do Monte;2613305;PE;88,12
São Jorge;4318440;RS;23,18
São Jorge d'Oeste;4125209;PR;24,71
São Jorge do Ivaí;4125308;PR;16,4
São Jorge do Patrocínio;4125357;PR;16
São José;4216602;SC;1.796,02
São José da Barra;3162948;MG;25,28
São José da Bela Vista;3549508;SP;27,54
São José da Boa Vista;4125407;PR;15,11
São José da Coroa Grande;2613404;PE;272,1
São José da Lagoa Tapada;2514206;PB;21,35
São José da Laje;2708303;AL;81,11
São José da Lapa;3162955;MG;544,34
São José da Safira;3163003;MG;17,79
São José da Tapera;2708402;AL;62,35
São José da Varginha;3163102;MG;22,07
São José da Vitória;2929354;BA;41,55
São José das Missões;4318457;RS;24,07
São José das Palmeiras;4125456;PR;21,69
São José de Caiana;2514305;PB;27,47
São José de Espinharas;2514404;PB;5,62
São José de Mipibu;2412203;RN;163,06
São José de Piranhas;2514503;PB;27,76
São José de Princesa;2514552;PB;21,61
São José de Ribamar;2111201;MA;1.356,04
São José de Ubá;3305133;RJ;28,32
São José do Alegre;3163201;MG;46,55
São José do Barreiro;3549607;SP;6,75
São José do Belmonte;2613503;PE;23,64
São José do Bonfim;2514602;PB;21,1
São José do Brejo do Cruz;2514651;PB;6,69
São José do Calçado;3204807;ES;39,77
São José do Campestre;2412302;RN;32,6
São José do Cedro;4216701;SC;50,46
São José do Cerrito;4216800;SC;9,18
São José do Divino;2210052;PI;15,16
São José do Divino;3163300;MG;10,54
São José do Egito;2613602;PE;40,05
São José do Goiabal;3163409;MG;28,46
São José do Herval;4318465;RS;18,48
São José do Hortêncio;4318481;RS;69,8
São José do Inhacorá;4318499;RS;30,95
São José do Jacuípe;2929370;BA;28,11
São José do Jacuri;3163508;MG;17,95
São José do Mantimento;3163607;MG;50,33
São José do Norte;4318507;RS;23,74
São José do Ouro;4318606;RS;20,38
São José do Peixe;2210102;PI;2,56
São José do Piauí;2210201;PI;17,67
São José do Povo;5107297;MT;5,87
São José do Rio Claro;5107305;MT;3,3
São José do Rio Pardo;3549706;SP;124,39
São José do Rio Preto;3549805;SP;1.112,17
São José do Sabugi;2514701;PB;19,38
São José do Seridó;2412401;RN;26,12
São José do Sul;4318614;RS;43,46
São José do Vale do Rio Preto;3305158;RJ;100,28
São José do Xingu;5107354;MT;0,8
São José dos Ausentes;4318622;RS;3,55
São José dos Basílios;2111250;MA;19,67
São José dos Campos;3549904;SP;634,03
São José dos Cordeiros;2514800;PB;9,06
São José dos Pinhais;4125506;PR;348,28
São José dos Quatro Marcos;5107107;MT;13,91
São José dos Ramos;2514453;PB;58,53
São Julião;2210300;PI;20,7
São Leopoldo;4318705;RS;2.110,58
São Lourenço;3163706;MG;772,13
São Lourenço da Mata;2613701;PE;421,9
São Lourenço da Serra;3549953;SP;86,17
São Lourenço do Oeste;4216909;SC;69,6
São Lourenço do Piauí;2210359;PI;6,54
São Lourenço do Sul;4318804;RS;20,62
São Ludgero;4217006;SC;126,53
São Luís;2111300;MA;1.779,87
São Luís de Montes Belos;5220108;GO;40,8
São Luís do Curu;2312601;CE;88,08
São Luis do Piauí;2210375;PI;10,6
São Luís do Quitunde;2708501;AL;77,72
São Luís Gonzaga do Maranhão;2111409;MA;19,6
São Luiz;1400605;RR;4,79
São Luiz do Norte;5220157;GO;8,28
São Luiz do Paraitinga;3550001;SP;16,75
São Luiz Gonzaga;4318903;RS;26,82
São Mamede;2514909;PB;14
São Manoel do Paraná;4125555;PR;22,42
São Manuel;3550100;SP;57,3
São Marcos;4319000;RS;82,31
São Martinho;4217105;SC;15,16
São Martinho;4319109;RS;32,01
São Martinho da Serra;4319125;RS;4,27
São Mateus;3204906;ES;52,75
São Mateus do Maranhão;2111508;MA;48,53
São Mateus do Sul;4125605;PR;31,58
São Miguel;2412500;RN;141,59
São Miguel Arcanjo;3550209;SP;34,44
São Miguel da Baixa Grande;2210383;PI;5,1
São Miguel da Boa Vista;4217154;SC;24,48
São Miguel das Matas;2929404;BA;44,75
São Miguel das Missões;4319158;RS;5,74
São Miguel de Taipu;2515005;PB;76,46
São Miguel do Aleixo;2807006;SE;23,7
São Miguel do Anta;3163805;MG;41,64
São Miguel do Araguaia;5220207;GO;3,56
São Miguel do Fidalgo;2210391;PI;3,48
São Miguel do Gostoso;2412559;RN;23,69
São Miguel do Guamá;1507607;PA;48,32
São Miguel do Guaporé;1100320;RO;2,9
São Miguel do Iguaçu;4125704;PR;34,18
São Miguel do Oeste;4217204;SC;189,28
São Miguel do Passa Quatro;5220264;GO;8,31
São Miguel do Tapuio;2210409;PI;3,52
São Miguel do Tocantins;1720200;TO;32,54
São Miguel dos Campos;2708600;AL;154,88
São Miguel dos Milagres;2708709;AL;110,54
São Nicolau;4319208;RS;10,54
São Patrício;5220280;GO;12,4
São Paulo;3550308;SP;7.528,26
São Paulo das Missões;4319307;RS;26,1
São Paulo de Olivença;1303908;AM;1,68
São Paulo do Potengi;2412609;RN;69,82
São Pedro;2412708;RN;29,58
São Pedro;3550407;SP;62,58
São Pedro da Água Branca;2111532;MA;19,9
São Pedro da Aldeia;3305208;RJ;312,88
São Pedro da Cipa;5107404;MT;12,17
São Pedro da Serra;4319356;RS;100,78
São Pedro da União;3163904;MG;18,73
São Pedro das Missões;4319364;RS;21,99
São Pedro de Alcântara;4217253;SC;41,5
São Pedro do Butiá;4319372;RS;28,54
São Pedro do Iguaçu;4125753;PR;18,76
São Pedro do Ivaí;4125803;PR;26,93
São Pedro do Paraná;4125902;PR;10,62
São Pedro do Piauí;2210508;PI;26,54
São Pedro do Suaçuí;3164100;MG;16,56
São Pedro do Sul;4319406;RS;17,84
São Pedro do Turvo;3550506;SP;9,87
São Pedro dos Crentes;2111573;MA;5,9
São Pedro dos Ferros;3164001;MG;17,79
São Rafael;2412807;RN;16,44
São Raimundo das Mangabeiras;2111607;MA;5,3
São Raimundo do Doca Bezerra;2111631;MA;13,47
São Raimundo Nonato;2210607;PI;16,12
São Roberto;2111672;MA;20,03
São Romão;3164209;MG;4,24
São Roque;3550605;SP;258,98
São Roque de Minas;3164308;MG;3,4
São Roque do Canaã;3204955;ES;31,84
São Salvador do Tocantins;1720259;TO;1,67
São Sebastião;2708808;AL;100,93
São Sebastião;3550704;SP;202,77
São Sebastião da Amoreira;4126009;PR;35,54
São Sebastião da Bela Vista;3164407;MG;38,15
São Sebastião da Boa Vista;1507706;PA;15,71
São Sebastião da Grama;3550803;SP;41,37
São Sebastião da Vargem Alegre;3164431;MG;42,28
São Sebastião de Lagoa de Roça;2515104;PB;238,07
São Sebastião do Alto;3305307;RJ;19,51
São Sebastião do Anta;3164472;MG;76,83
São Sebastião do Caí;4319505;RS;213,73
São Sebastião do Maranhão;3164506;MG;19,46
São Sebastião do Oeste;3164605;MG;21,6
São Sebastião do Paraíso;3164704;MG;88,1
São Sebastião do Passé;2929503;BA;76,32
São Sebastião do Rio Preto;3164803;MG;9,84
São Sebastião do Rio Verde;3164902;MG;25,32
São Sebastião do Tocantins;1720309;TO;14,16
São Sebastião do Uatumã;1303957;AM;1,1
São Sebastião do Umbuzeiro;2515203;PB;7,06
São Sepé;4319604;RS;9,62
São Simão;3550902;SP;21,78
São Simão;5220405;GO;41,01
São Tiago;3165008;MG;19,55
São Tomás de Aquino;3165107;MG;24,25
São Tomé;2412906;RN;11,56
São Tomé;4126108;PR;23,93
São Tomé das Letras;3165206;MG;18,67
São Valentim;4319703;RS;21,13
São Valentim do Sul;4319711;RS;24,02
São Valério;1720499;TO;1,75
São Valério do Sul;4319737;RS;23,68
São Vendelino;4319752;RS;70,49
São Vicente;2413003;RN;31,9
São Vicente;3551009;SP;2.226,86
São Vicente de Minas;3165305;MG;17,33
São Vicente do Seridó;2515401;PB;39,17
São Vicente do Sul;4319802;RS;6,89
São Vicente Ferrer;2111706;MA;49,5
São Vicente Férrer;2613800;PE;148,17
Sapé;2515302;PB;163,56
Sapeaçu;2929602;BA;136,89
Sapezal;5107875;MT;2,13
Sapiranga;4319901;RS;554,31
Sapopema;4126207;PR;9,88
Sapucaí-Mirim;3165404;MG;22,14
Sapucaia;1507755;PA;4,5
Sapucaia;3305406;RJ;32,79
Sapucaia do Sul;4320008;RS;2.268,05
Saquarema;3305505;RJ;254,34
Sarandi;4126256;PR;1.144,48
Sarandi;4320107;RS;64,97
Sarapuí;3551108;SP;29,41
Sardoá;3165503;MG;35,97
Sarutaiá;3551207;SP;26,16
Sarzedo;3165537;MG;592,98
Sátiro Dias;2929701;BA;16,86
Satuba;2708907;AL;588,3
Satubinha;2111722;MA;19,88
Saubara;2929750;BA;68,73
Saudade do Iguaçu;4126272;PR;40,16
Saudades;4217303;SC;49,88
Saúde;2929800;BA;20,58
Schroeder;4217402;SC;121,41
Seabra;2929909;BA;19,22
Seara;4217501;SC;60,14
Sebastianópolis do Sul;3551306;SP;18,65
Sebastião Barros;2210623;PI;3,58
Sebastião Laranjeiras;2930006;BA;4,72
Sebastião Leal;2210631;PI;1,41
Seberi;4320206;RS;39,72
Sede Nova;4320230;RS;22,66
Segredo;4320263;RS;24,51
Selbach;4320305;RS;28,94
Selvíria;5007802;MS;2,5
Sem-Peixe;3165560;MG;13,77
Sena Madureira;1200500;AC;1,74
Senador Alexandre Costa;2111748;MA;23,94
Senador Amaral;3165578;MG;41,07
Senador Canedo;5220454;GO;630,09
Senador Cortes;3165602;MG;22,78
Senador Elói de Souza;2413102;RN;39,15
Senador Firmino;3165701;MG;46,34
Senador Georgino Avelino;2413201;RN;155,75
Senador Guiomard;1200450;AC;9,25
Senador José Bento;3165800;MG;22,03
Senador José Porfírio;1507805;PA;1,57
Senador La Rocque;2111763;MA;19,91
Senador Modestino Gonçalves;3165909;MG;4,21
Senador Pompeu;2312700;CE;25,36
Senador Rui Palmeira;2708956;AL;36,34
Senador Sá;2312809;CE;17,1
Senador Salgado Filho;4320321;RS;18,18
Sengés;4126306;PR;11,98
Senhor do Bonfim;2930105;BA;94,41
Senhora de Oliveira;3166006;MG;32,11
Senhora do Porto;3166105;MG;8,04
Senhora dos Remédios;3166204;MG;43,66
Sentinela do Sul;4320354;RS;18,81
Sento Sé;2930204;BA;3,18
Serafina Corrêa;4320404;RS;103,86
Sericita;3166303;MG;44,24
Seringueiras;1101500;RO;2,96
Sério;4320453;RS;19,78
Seritinga;3166402;MG;15,85
Seropédica;3305554;RJ;303,92
Serra;3205002;ES;950,74
Serra Alta;4217550;SC;36,47
Serra Azul;3551405;SP;45,02
Serra Azul de Minas;3166501;MG;17,35
Serra Branca;2515500;PB;19,5
Serra Caiada;2410306;RN;46,54
Serra da Raiz;2515609;PB;97,67
Serra da Saudade;3166600;MG;2,48
Serra de São Bento;2413300;RN;59,02
Serra do Mel;2413359;RN;21,11
Serra do Navio;1600055;AP;0,61
Serra do Ramalho;2930154;BA;14,62
Serra do Salitre;3166808;MG;9,11
Serra dos Aimorés;3166709;MG;32,51
Serra Dourada;2930303;BA;10,72
Serra Grande;2515708;PB;45,72
Serra Negra;3551603;SP;146,73
Serra Negra do Norte;2413409;RN;13,51
Serra Nova Dourada;5107883;MT;1,21
Serra Preta;2930402;BA;30,23
Serra Redonda;2515807;PB;123,7
Serra Talhada;2613909;PE;30,95
Serrana;3551504;SP;348,36
Serrania;3166907;MG;36,42
Serrano do Maranhão;2111789;MA;8,75
Serranópolis;5220504;GO;1,45
Serranópolis de Minas;3166956;MG;7,97
Serranópolis do Iguaçu;4126355;PR;10,38
Serranos;3167004;MG;9,34
Serraria;2515906;PB;75,08
Serrinha;2413508;RN;33,29
Serrinha;2930501;BA;137,89
Serrinha dos Pintos;2413557;RN;38,07
Serrita;2614006;PE;11,86
Serro;3167103;MG;18,03
Serrolândia;2930600;BA;41,41
Sertaneja;4126405;PR;12,63
Sertânia;2614105;PE;13,55
Sertanópolis;4126504;PR;31,51
Sertão;4320503;RS;12,58
Sertão Santana;4320552;RS;23,26
Sertãozinho;2515930;PB;155,72
Sertãozinho;3551702;SP;314,79
Sete Barras;3551801;SP;11,98
Sete de Setembro;4320578;RS;14,16
Sete Lagoas;3167202;MG;423,51
Sete Quedas;5007703;MS;13,1
Setubinha;3165552;MG;18,55
Severiano de Almeida;4320602;RS;20,32
Severiano Melo;2413607;RN;34,76
Severínia;3551900;SP;103,77
Siderópolis;4217600;SC;52,34
Sidrolândia;5007901;MS;8,95
Sigefredo Pacheco;2210656;PI;9,17
Silva Jardim;3305604;RJ;22,77
Silvânia;5220603;GO;9,47
Silvanópolis;1720655;TO;4,06
Silveira Martins;4320651;RS;17
Silveirânia;3167301;MG;14,75
Silveiras;3552007;SP;14,91
Silves;1304005;AM;3,1
Silvianópolis;3167400;MG;19,79
Simão Dias;2807105;SE;76,01
Simão Pereira;3167509;MG;21,72
Simões;2210706;PI;13,34
Simões Filho;2930709;BA;568,45
Simolândia;5220686;GO;16,56
Simonésia;3167608;MG;40,59
Simplício Mendes;2210805;PI;10,2
Sinimbu;4320677;RS;16,81
Sinop;5107909;MT;49,19
Siqueira Campos;4126603;PR;82,04
Sirinhaém;2614204;PE;100,44
Siriri;2807204;SE;46,54
Sítio d'Abadia;5220702;GO;1,82
Sítio do Mato;2930758;BA;8,24
Sítio do Quinto;2930766;BA;21,6
Sítio Novo;2111805;MA;5,48
Sítio Novo;2413706;RN;21,8
Sítio Novo do Tocantins;1720804;TO;35,27
Sobradinho;2930774;BA;18,79
Sobradinho;4320701;RS;110,43
Sobrado;2515971;PB;132,94
Sobral;2312908;CE;98,15
Sobrália;3167707;MG;24,84
Socorro;3552106;SP;89,35
Socorro do Piauí;2210904;PI;5,44
Solânea;2516003;PB;114,89
Soledade;2516102;PB;24,16
Soledade;4320800;RS;24,68
Soledade de Minas;3167806;MG;28,51
Solidão;2614402;PE;37,65
Solonópole;2313005;CE;11,84
Sombrio;4217709;SC;209,06
Sonora;5007935;MS;3,47
Sooretama;3205010;ES;45,15
Sorocaba;3552205;SP;1.608,64
Sorriso;5107925;MT;11,9
Sossêgo;2516151;PB;22,71
Soure;1507904;PA;8,47
Sousa;2516201;PB;92,33
Souto Soares;2930808;BA;16,61
Sucupira;1720853;TO;1,55
Sucupira do Norte;2111904;MA;9,53
Sucupira do Riachão;2111953;MA;5,78
Sud Mennucci;3552304;SP;12,37
Sul Brasil;4217758;SC;25,03
Sulina;4126652;PR;20,15
Sumaré;3552403;SP;1.821,56
Sumé;2516300;PB;20,6
Sumidouro;3305703;RJ;36,78
Surubim;2614501;PE;253,54
Sussuapara;2210938;PI;30,31
Suzanápolis;3552551;SP;10,31
Suzano;3552502;SP;1.490,67
Tabaí;4320859;RS;47,08
Tabaporã;5107941;MT;1,16
Tabapuã;3552601;SP;32,75
Tabatinga;1304062;AM;20,48
Tabatinga;3552700;SP;40,07
Tabira;2614600;PE;70,9
Taboão da Serra;3552809;SP;13.416,81
Tabocão;1708254;TO;5,53
Tabocas do Brejo Velho;2930907;BA;8,34
Taboleiro Grande;2413805;RN;18,84
Tabuleiro;3167905;MG;19,02
Tabuleiro do Norte;2313104;CE;29,26
Tacaimbó;2614709;PE;60,36
Tacaratu;2614808;PE;18,9
Taciba;3552908;SP;10,31
Tacima;2516409;PB;32,66
Tacuru;5007950;MS;6,06
Taguaí;3553005;SP;87,17
Taguatinga;1720903;TO;5,98
Taiaçu;3553104;SP;53,03
Tailândia;1507953;PA;16,36
Taió;4217808;SC;26,39
Taiobeiras;3168002;MG;27,09
Taipas do Tocantins;1720937;TO;1,83
Taipu;2413904;RN;32,37
Taiúva;3553203;SP;49,43
Talismã;1720978;TO;1,14
Tamandaré;2614857;PE;110,23
Tamarana;4126678;PR;22,68
Tambaú;3553302;SP;38,15
Tamboara;4126702;PR;25,24
Tamboril;2313203;CE;12,32
Tamboril do Piauí;2210953;PI;1,86
Tanabi;3553401;SP;33,81
Tangará;2414001;RN;39,12
Tangará;4217907;SC;20,88
Tangará da Serra;5107958;MT;9,15
Tanguá;3305752;RJ;217,37
Tanhaçu;2931004;BA;16,44
Tanque d'Arca;2709004;AL;46,51
Tanque do Piauí;2210979;PI;5,82
Tanque Novo;2931053;BA;23,52
Tanquinho;2931103;BA;31,65
Taparuba;3168051;MG;17,54
Tapauá;1304104;AM;0,23
Tapejara;4126801;PR;26,83
Tapejara;4320909;RS;103,15
Tapera;4321006;RS;58,87
Taperoá;2516508;PB;22,39
Taperoá;2931202;BA;39,74
Tapes;4321105;RS;18,24
Tapira;3168101;MG;3,49
Tapira;4126900;PR;13,23
Tapiraí;3168200;MG;4,14
Tapiraí;3553500;SP;10,59
Tapiramutá;2931301;BA;22,13
Tapiratiba;3553609;SP;53,25
Tapurah;5108006;MT;3,2
Taquara;4321204;RS;117,64
Taquaraçu de Minas;3168309;MG;12,83
Taquaral;3553658;SP;48,6
Taquaral de Goiás;5221007;GO;19,58
Taquarana;2709103;AL;123,71
Taquari;4321303;RS;72
Taquaritinga;3553708;SP;87,93
Taquaritinga do Norte;2615003;PE;52,06
Taquarituba;3553807;SP;54,29
Taquarivaí;3553856;SP;29,66
Taquaruçu do Sul;4321329;RS;40,55
Taquarussu;5007976;MS;3,45
Tarabai;3553906;SP;32,46
Tarauacá;1200609;AC;2,16
Tarrafas;2313252;CE;18,24
Tartarugalzinho;1600709;AP;1,94
Tarumã;3553955;SP;49,13
Tarumirim;3168408;MG;20,1
