Municípios;Código municipal;UF;homens para cada 100 mulheres
Piatã;2924306;BA;94,69
Piau;3150109;MG;104,09
Picada Café;4314423;RS;96,01
Piçarra;1505635;PA;110,43
Picos;2208007;PI;92,03
Picuí;2511400;PB;94,87
Piedade;3537800;SP;100,85
Piedade de Caratinga;3150158;MG;103,31
Piedade de Ponte Nova;3150208;MG;99,1
Piedade do Rio Grande;3150307;MG;101,49
Piedade dos Gerais;3150406;MG;105,11
Piên;4119103;PR;102,45
Pilão Arcado;2924405;BA;104,03
Pilar;2511509;PB;97,07
Pilar;2706901;AL;91,45
Pilar de Goiás;5216908;GO;111,06
Pilar do Sul;3537909;SP;102,17
Pilões;2410009;RN;99,13
Pilões;2511608;PB;97,65
Pilõezinhos;2511707;PB;95,34
Pimenta;3150505;MG;102,05
Pimenta Bueno;1100189;RO;100,41
Pimenteiras;2208106;PI;102,81
Pimenteiras do Oeste;1101468;RO;102,63
Pindaí;2924504;BA;102,91
Pindamonhangaba;3538006;SP;93,97
Pindaré-Mirim;2108504;MA;93,97
Pindoba;2707008;AL;101,4
Pindobaçu;2924603;BA;98,64
Pindorama;3538105;SP;99,12
Pindorama do Tocantins;1717008;TO;109,84
Pindoretama;2310852;CE;96,68
Pingo-d'Água;3150539;MG;95,59
Pinhais;4119152;PR;92,62
Pinhal;4314456;RS;102,67
Pinhal da Serra;4314464;RS;105,67
Pinhal de São Bento;4119251;PR;105,28
Pinhal Grande;4314472;RS;107,47
Pinhalão;4119202;PR;99,64
Pinhalzinho;3538204;SP;98,95
Pinhalzinho;4212908;SC;98,12
Pinhão;2805208;SE;94,02
Pinhão;4119301;PR;99,81
Pinheiral;3303955;RJ;92,87
Pinheirinho do Vale;4314498;RS;102,41
Pinheiro;2108603;MA;92,99
Pinheiro Machado;4314506;RS;97,01
Pinheiro Preto;4213005;SC;100,64
Pinheiros;3204104;ES;99,54
Pintadas;2924652;BA;99,71
Pinto Bandeira;4314548;RS;101,7
Pintópolis;3150570;MG;103,74
Pio IX;2208205;PI;98,75
Pio XII;2108702;MA;97,96
Piquerobi;3538303;SP;90,65
Piquet Carneiro;2310902;CE;98,97
Piquete;3538501;SP;91,62
Piracaia;3538600;SP;95,43
Piracanjuba;5217104;GO;101,12
Piracema;3150604;MG;100
Piracicaba;3538709;SP;93,71
Piracuruca;2208304;PI;96,85
Piraí;3304003;RJ;93,06
Piraí do Norte;2924678;BA;105,16
Piraí do Sul;4119400;PR;98,5
Piraju;3538808;SP;93,77
Pirajuba;3150703;MG;105,53
Pirajuí;3538907;SP;109,85
Pirambu;2805307;SE;97,68
Piranga;3150802;MG;102,64
Pirangi;3539004;SP;99,47
Piranguçu;3150901;MG;106,25
Piranguinho;3151008;MG;103,89
Piranhas;2707107;AL;93,42
Piranhas;5217203;GO;100,72
Pirapemas;2108801;MA;99,41
Pirapetinga;3151107;MG;94,06
Pirapó;4314555;RS;104,71
Pirapora;3151206;MG;95,14
Pirapora do Bom Jesus;3539103;SP;98,4
Pirapozinho;3539202;SP;94,76
Piraquara;4119509;PR;105,56
Piraquê;1717206;TO;119,85
Pirassununga;3539301;SP;93,09
Piratini;4314605;RS;101,08
Piratininga;3539400;SP;94,57
Piratuba;4213104;SC;98,38
Piraúba;3151305;MG;98,67
Pirenópolis;5217302;GO;101,18
Pires do Rio;5217401;GO;98,39
Pires Ferreira;2310951;CE;107,11
Piripá;2924702;BA;95,81
Piripiri;2208403;PI;94,49
Piritiba;2924801;BA;96,93
Pirpirituba;2511806;PB;99,02
Pitanga;4119608;PR;99,38
Pitangueiras;3539509;SP;98,98
Pitangueiras;4119657;PR;100
Pitangui;3151404;MG;95,27
Pitimbu;2511905;PB;96,17
Pium;1717503;TO;106,61
Piúma;3204203;ES;95,6
Piumhi;3151503;MG;97,16
Placas;1505650;PA;111,82
Plácido de Castro;1200385;AC;105,69
Planaltina;5217609;GO;97,79
Planaltina do Paraná;4119707;PR;101,29
Planaltino;2924900;BA;105,8
Planalto;2925006;BA;93,98
Planalto;3539608;SP;98,33
Planalto;4119806;PR;99,64
Planalto;4314704;RS;97,08
Planalto Alegre;4213153;SC;104,02
Planalto da Serra;5106455;MT;106,52
Planura;3151602;MG;102,78
Platina;3539707;SP;100,46
Poá;3539806;SP;92,15
Poção;2611200;PE;89,7
Poção de Pedras;2108900;MA;100,55
Pocinhos;2512002;PB;99,51
Poço Branco;2410108;RN;103,28
Poço Dantas;2512036;PB;97,73
Poço das Antas;4314753;RS;104,04
Poço das Trincheiras;2707206;AL;101,03
Poço de José de Moura;2512077;PB;94,09
Poço Fundo;3151701;MG;101,7
Poço Redondo;2805406;SE;102,32
Poço Verde;2805505;SE;94,28
Poções;2925105;BA;95,15
Poconé;5106505;MT;107,24
Poços de Caldas;3151800;MG;91,43
Pocrane;3151909;MG;98,43
Pojuca;2925204;BA;88
Poloni;3539905;SP;96,56
Pombal;2512101;PB;90,75
Pombos;2611309;PE;95
Pomerode;4213203;SC;98,25
Pompéia;3540002;SP;95,66
Pompéu;3152006;MG;97,65
Pongaí;3540101;SP;100,41
Ponta de Pedras;1505700;PA;105,77
Ponta Grossa;4119905;PR;93,94
Ponta Porã;5006606;MS;95,08
Pontal;3540200;SP;101,15
Pontal do Araguaia;5106653;MT;100,12
Pontal do Paraná;4119954;PR;97,31
Pontalina;5217708;GO;95,82
Pontalinda;3540259;SP;113,06
Pontão;4314779;RS;103,58
Ponte Alta;4213302;SC;99,95
Ponte Alta do Bom Jesus;1717800;TO;109,01
Ponte Alta do Norte;4213351;SC;102,27
Ponte Alta do Tocantins;1717909;TO;113,75
Ponte Branca;5106703;MT;108,08
Ponte Nova;3152105;MG;91,02
Ponte Preta;4314787;RS;102,7
Ponte Serrada;4213401;SC;98,19
Pontes e Lacerda;5106752;MT;101,86
Pontes Gestal;3540309;SP;98,75
Ponto Belo;3204252;ES;93,88
Ponto Chique;3152131;MG;104,31
Ponto dos Volantes;3152170;MG;104,41
Ponto Novo;2925253;BA;97,69
Populina;3540408;SP;96,43
Poranga;2311009;CE;101,05
Porangaba;3540507;SP;104,28
Porangatu;5218003;GO;98,43
Porciúncula;3304102;RJ;97,92
Porecatu;4120002;PR;94,41
Portalegre;2410207;RN;94,25
Portão;4314803;RS;96,39
Porteirão;5218052;GO;106,39
Porteiras;2311108;CE;99,63
Porteirinha;3152204;MG;97,47
Portel;1505809;PA;109,21
Portelândia;5218102;GO;103,47
Porto;2208502;PI;101,91
Porto Acre;1200807;AC;108,14
Porto Alegre;4314902;RS;85,24
Porto Alegre do Norte;5106778;MT;107,3
Porto Alegre do Piauí;2208551;PI;106,82
Porto Alegre do Tocantins;1718006;TO;106,19
Porto Amazonas;4120101;PR;99,03
Porto Barreiro;4120150;PR;106,92
Porto Belo;4213500;SC;98,89
Porto Calvo;2707305;AL;94,53
Porto da Folha;2805604;SE;101,9
Porto de Moz;1505908;PA;108,41
Porto de Pedras;2707404;AL;100,8
Porto do Mangue;2410256;RN;104,14
Porto dos Gaúchos;5106802;MT;105,17
Porto Esperidião;5106828;MT;106,06
Porto Estrela;5106851;MT;112,52
Porto Feliz;3540606;SP;103,37
Porto Ferreira;3540705;SP;94,84
Porto Firme;3152303;MG;100,7
Porto Franco;2109007;MA;98,6
Porto Grande;1600535;AP;105,65
Porto Lucena;4315008;RS;100,46
Porto Mauá;4315057;RS;95,97
Porto Murtinho;5006903;MS;105,15
Porto Nacional;1718204;TO;98,45
Porto Real;3304110;RJ;93,77
Porto Real do Colégio;2707503;AL;95,29
Porto Rico;4120200;PR;101,39
Porto Rico do Maranhão;2109056;MA;105,88
Porto Seguro;2925303;BA;96,57
Porto União;4213609;SC;97,56
Porto Velho;1100205;RO;96,76
Porto Vera Cruz;4315073;RS;97,72
Porto Vitória;4120309;PR;103,31
Porto Walter;1200393;AC;110,37
Porto Xavier;4315107;RS;97,85
Posse;5218300;GO;99,22
Poté;3152402;MG;94,17
Potengi;2311207;CE;94,99
Potim;3540754;SP;129,02
Potiraguá;2925402;BA;101,81
Potirendaba;3540804;SP;97,44
Potiretama;2311231;CE;103,34
Pouso Alegre;3152501;MG;96,65
Pouso Alto;3152600;MG;99,45
Pouso Novo;4315131;RS;106,53
Pouso Redondo;4213708;SC;100,97
Poxoréu;5107008;MT;108,37
Pracinha;3540853;SP;250,27
Pracuúba;1600550;AP;110,11
Prado;2925501;BA;102,33
Prado Ferreira;4120333;PR;100,05
Pradópolis;3540903;SP;97,71
Prados;3152709;MG;99,91
Praia Grande;3541000;SP;90,25
Praia Grande;4213807;SC;100,39
Praia Norte;1718303;TO;105,36
Prainha;1506005;PA;107,93
Pranchita;4120358;PR;95,07
Prata;2512200;PB;101,49
Prata;3152808;MG;102,04
Prata do Piauí;2208601;PI;102,4
Pratânia;3541059;SP;100,16
Pratápolis;3152907;MG;99,95
Pratinha;3153004;MG;109,97
Presidente Alves;3541109;SP;97,51
Presidente Bernardes;3153103;MG;101,66
Presidente Bernardes;3541208;SP;126,87
Presidente Castello Branco;4213906;SC;103
Presidente Castelo Branco;4120408;PR;98,81
Presidente Dutra;2109106;MA;95,22
Presidente Dutra;2925600;BA;100,56
Presidente Epitácio;3541307;SP;93,22
Presidente Figueiredo;1303536;AM;102,71
Presidente Getúlio;4214003;SC;98,61
Presidente Jânio Quadros;2925709;BA;103,56
Presidente Juscelino;2109205;MA;106,25
Presidente Juscelino;3153202;MG;102,99
Presidente Kennedy;1718402;TO;99,15
Presidente Kennedy;3204302;ES;99,5
Presidente Kubitschek;3153301;MG;97,24
Presidente Lucena;4315149;RS;106,79
Presidente Médici;1100254;RO;99,8
Presidente Médici;2109239;MA;100,17
Presidente Nereu;4214102;SC;103,09
Presidente Olegário;3153400;MG;105,87
Presidente Prudente;3541406;SP;91,56
Presidente Sarney;2109270;MA;98,94
Presidente Tancredo Neves;2925758;BA;101,76
Presidente Vargas;2109304;MA;98,44
Presidente Venceslau;3541505;SP;93,68
Primavera;1506104;PA;102,1
Primavera;2611408;PE;99,6
Primavera de Rondônia;1101476;RO;105,61
Primavera do Leste;5107040;MT;101,33
Primeira Cruz;2109403;MA;111,73
Primeiro de Maio;4120507;PR;97,53
Princesa;4214151;SC;108,73
Princesa Isabel;2512309;PB;96,03
Professor Jamil;5218391;GO;105,93
Progresso;4315156;RS;104,21
Promissão;3541604;SP;96,27
Propriá;2805703;SE;91,97
Protásio Alves;4315172;RS;108,55
Prudente de Morais;3153608;MG;95,37
Prudentópolis;4120606;PR;102,51
Pugmil;1718451;TO;107,87
Pureza;2410405;RN;102,64
Putinga;4315206;RS;100,37
Puxinanã;2512408;PB;98,98
Quadra;3541653;SP;103,89
Quaraí;4315305;RS;95,88
Quartel Geral;3153707;MG;102,23
Quarto Centenário;4120655;PR;95,4
Quatá;3541703;SP;99,02
Quatiguá;4120705;PR;92,88
Quatipuru;1506112;PA;103,03
Quatis;3304128;RJ;91,97
Quatro Barras;4120804;PR;98,97
Quatro Irmãos;4315313;RS;100,78
Quatro Pontes;4120853;PR;96,06
Quebrangulo;2707602;AL;92,49
Quedas do Iguaçu;4120903;PR;99,78
Queimada Nova;2208650;PI;102,64
Queimadas;2512507;PB;97,37
Queimadas;2925808;BA;97,55
Queimados;3304144;RJ;91,19
Queiroz;3541802;SP;99,82
Queluz;3541901;SP;98,33
Queluzito;3153806;MG;104,86
Querência;5107065;MT;110,05
Querência do Norte;4121000;PR;99,72
Quevedos;4315321;RS;110,85
Quijingue;2925907;BA;104,37
Quilombo;4214201;SC;100,47
Quinta do Sol;4121109;PR;101,33
Quintana;3542008;SP;95,01
Quinze de Novembro;4315354;RS;93,37
Quipapá;2611507;PE;94,85
Quirinópolis;5218508;GO;98,47
Quissamã;3304151;RJ;94,18
Quitandinha;4121208;PR;105,82
Quiterianópolis;2311264;CE;98,58
Quixaba;2512606;PB;105,54
Quixaba;2611533;PE;99,7
Quixabeira;2925931;BA;101,73
Quixadá;2311306;CE;94,63
Quixelô;2311355;CE;103,3
Quixeramobim;2311405;CE;96,96
Quixeré;2311504;CE;95,93
Rafael Fernandes;2410504;RN;102,61
Rafael Godeiro;2410603;RN;99,05
Rafael Jambeiro;2925956;BA;92,93
Rafard;3542107;SP;97,64
Ramilândia;4121257;PR;104,8
Rancharia;3542206;SP;93,41
Rancho Alegre;4121307;PR;92,86
Rancho Alegre D'Oeste;4121356;PR;96,1
Rancho Queimado;4214300;SC;106,1
Raposa;2109452;MA;95,33
Raposos;3153905;MG;93,13
Raul Soares;3154002;MG;98,23
Realeza;4121406;PR;95,08
Rebouças;4121505;PR;101,42
Recife;2611606;PE;84,87
Recreio;3154101;MG;95,4
Recursolândia;1718501;TO;131,62
Redenção;1506138;PA;97,36
Redenção;2311603;CE;94,83
Redenção da Serra;3542305;SP;110,1
Redenção do Gurguéia;2208700;PI;104,93
Redentora;4315404;RS;102,83
Reduto;3154150;MG;102,37
Regeneração;2208809;PI;94,83
Regente Feijó;3542404;SP;96,67
Reginópolis;3542503;SP;162,31
Registro;3542602;SP;98,49
Relvado;4315453;RS;96,93
Remanso;2926004;BA;99,47
Remígio;2512705;PB;90,06
Renascença;4121604;PR;97,26
Reriutaba;2311702;CE;102,46
Resende;3304201;RJ;92,61
Resende Costa;3154200;MG;95,99
Reserva;4121703;PR;102,6
Reserva do Cabaçal;5107156;MT;98,88
Reserva do Iguaçu;4121752;PR;101,88
Resplendor;3154309;MG;95,97
Ressaquinha;3154408;MG;101,6
Restinga;3542701;SP;98,45
Restinga Sêca;4315503;RS;97,11
Retirolândia;2926103;BA;95,99
Riachão;2109502;MA;106,23
Riachão;2512747;PB;99,8
Riachão das Neves;2926202;BA;108,84
Riachão do Bacamarte;2512754;PB;95,99
Riachão do Dantas;2805802;SE;99,53
Riachão do Jacuípe;2926301;BA;94,04
Riachão do Poço;2512762;PB;97,01
Riachinho;1718550;TO;107,98
Riachinho;3154457;MG;104,38
Riacho da Cruz;2410702;RN;98,9
Riacho das Almas;2611705;PE;96,92
Riacho de Santana;2410801;RN;103,4
Riacho de Santana;2926400;BA;101,07
Riacho de Santo Antônio;2512788;PB;103,01
Riacho dos Cavalos;2512804;PB;101,64
Riacho dos Machados;3154507;MG;101,8
Riacho Frio;2208858;PI;111,1
Riachuelo;2410900;RN;100,9
Riachuelo;2805901;SE;92,48
Rialma;5218607;GO;97,68
Rianápolis;5218706;GO;97,22
Ribamar Fiquene;2109551;MA;104,24
Ribas do Rio Pardo;5007109;MS;104,92
Ribeira;3542800;SP;102,98
Ribeira do Amparo;2926509;BA;103,07
Ribeira do Piauí;2208874;PI;103,16
Ribeira do Pombal;2926608;BA;95,41
Ribeirão;2611804;PE;90,11
Ribeirão Bonito;3542909;SP;98,32
Ribeirão Branco;3543006;SP;103,62
Ribeirão Cascalheira;5107180;MT;103,37
Ribeirão Claro;4121802;PR;97,44
Ribeirão Corrente;3543105;SP;100,17
Ribeirão das Neves;3154606;MG;98,28
Ribeirão do Largo;2926657;BA;111,1
Ribeirão do Pinhal;4121901;PR;94,87
Ribeirão do Sul;3543204;SP;100,21
Ribeirão dos Índios;3543238;SP;91,58
Ribeirão Grande;3543253;SP;105,57
Ribeirão Pires;3543303;SP;93,18
Ribeirão Preto;3543402;SP;90,72
Ribeirão Vermelho;3154705;MG;95,97
Ribeirãozinho;5107198;MT;108,78
Ribeiro Gonçalves;2208908;PI;105,4
Ribeirópolis;2806008;SE;93,87
Rifaina;3543600;SP;100,54
Rincão;3543709;SP;98,47
Rinópolis;3543808;SP;97,72
Rio Acima;3154804;MG;94,82
Rio Azul;4122008;PR;103,14
Rio Bananal;3204351;ES;104,87
Rio Bom;4122107;PR;101,45
Rio Bonito;3304300;RJ;93,39
Rio Bonito do Iguaçu;4122156;PR;107
Rio Branco;1200401;AC;93,91
Rio Branco;5107206;MT;96,07
Rio Branco do Ivaí;4122172;PR;103,31
Rio Branco do Sul;4122206;PR;104,31
Rio Brilhante;5007208;MS;101,07
Rio Casca;3154903;MG;93,04
Rio Claro;3304409;RJ;95,89
Rio Claro;3543907;SP;93,11
Rio Crespo;1100262;RO;113,86
Rio da Conceição;1718659;TO;101,14
Rio das Antas;4214409;SC;106,3
Rio das Flores;3304508;RJ;93,35
Rio das Ostras;3304524;RJ;91,69
Rio das Pedras;3544004;SP;99,36
Rio de Contas;2926707;BA;96,28
Rio de Janeiro;3304557;RJ;86,6
Rio do Antônio;2926806;BA;100,61
Rio do Campo;4214508;SC;104,44
Rio do Fogo;2408953;RN;100,02
Rio do Oeste;4214607;SC;99,87
Rio do Pires;2926905;BA;96,57
Rio do Prado;3155108;MG;108,59
Rio do Sul;4214805;SC;95,4
Rio Doce;3155009;MG;95,44
Rio dos Bois;1718709;TO;103,12
Rio dos Cedros;4214706;SC;101,05
Rio dos Índios;4315552;RS;105,29
Rio Espera;3155207;MG;105,02
Rio Formoso;2611903;PE;97,35
Rio Fortuna;4214904;SC;107,31
Rio Grande;4315602;RS;91,47
Rio Grande da Serra;3544103;SP;95,36
Rio Grande do Piauí;2209005;PI;100,52
Rio Largo;2707701;AL;91,32
Rio Manso;3155306;MG;103,43
Rio Maria;1506161;PA;102,85
Rio Negrinho;4215000;SC;98,61
Rio Negro;4122305;PR;99,15
Rio Negro;5007307;MS;102,38
Rio Novo;3155405;MG;96,68
Rio Novo do Sul;3204401;ES;102,47
Rio Paranaíba;3155504;MG;101,72
Rio Pardo;4315701;RS;94,54
Rio Pardo de Minas;3155603;MG;103,1
Rio Piracicaba;3155702;MG;95,24
Rio Pomba;3155801;MG;95,68
Rio Preto;3155900;MG;98,42
Rio Preto da Eva;1303569;AM;106,46
Rio Quente;5218789;GO;100,31
Rio Real;2927002;BA;98,38
Rio Rufino;4215059;SC;105,75
Rio Sono;1718758;TO;113,92
Rio Tinto;2512903;PB;94,12
Rio Verde;5218805;GO;100,45
Rio Verde de Mato Grosso;5007406;MS;100,85
Rio Vermelho;3156007;MG;99,95
Riolândia;3544202;SP;158,57
Riozinho;4315750;RS;102,95
Riqueza;4215075;SC;106,05
Ritápolis;3156106;MG;98,17
Riversul;3543501;SP;101,19
Roca Sales;4315800;RS;95,17
Rochedo;5007505;MS;103,17
Rochedo de Minas;3156205;MG;104,74
Rodeio;4215109;SC;99,33
Rodeio Bonito;4315909;RS;98,75
Rodeiro;3156304;MG;100,23
Rodelas;2927101;BA;97,17
Rodolfo Fernandes;2411007;RN;97,12
Rodrigues Alves;1200427;AC;108,89
Rolador;4315958;RS;107,33
Rolândia;4122404;PR;94,8
Rolante;4316006;RS;98,5
Rolim de Moura;1100288;RO;97,46
Romaria;3156403;MG;105,71
Romelândia;4215208;SC;102,82
Roncador;4122503;PR;96,39
Ronda Alta;4316105;RS;95,54
Rondinha;4316204;RS;95,8
Rondolândia;5107578;MT;107,52
Rondon;4122602;PR;99,71
Rondon do Pará;1506187;PA;106,08
Rondonópolis;5107602;MT;98,92
Roque Gonzales;4316303;RS;100,06
Rorainópolis;1400472;RR;106,63
Rosana;3544251;SP;96,71
Rosário;2109601;MA;95,32
Rosário da Limeira;3156452;MG;101,88
Rosário do Catete;2806107;SE;87,89
Rosário do Ivaí;4122651;PR;100,55
Rosário do Sul;4316402;RS;93,82
Rosário Oeste;5107701;MT;108,8
Roseira;3544301;SP;100,15
Roteiro;2707800;AL;99,88
Rubelita;3156502;MG;106,66
Rubiácea;3544400;SP;100,15
Rubiataba;5218904;GO;98,04
Rubim;3156601;MG;100,27
Rubinéia;3544509;SP;97,99
Rurópolis;1506195;PA;105,59
Russas;2311801;CE;94,56
Ruy Barbosa;2411106;RN;104,86
Ruy Barbosa;2927200;BA;91,57
Sabará;3156700;MG;91,19
Sabáudia;4122701;PR;96,96
Sabino;3544608;SP;94,67
Sabinópolis;3156809;MG;96,79
Saboeiro;2311900;CE;99,86
Sacramento;3156908;MG;100,81
Sagrada Família;4316428;RS;102,12
Sagres;3544707;SP;94,04
Sairé;2612000;PE;98,31
Saldanha Marinho;4316436;RS;91,88
Sales;3544806;SP;96,91
Sales Oliveira;3544905;SP;93,44
Salesópolis;3545001;SP;98,02
Salete;4215307;SC;103,28
Salgadinho;2513000;PB;105,58
Salgadinho;2612109;PE;95,19
Salgado;2806206;SE;98,93
Salgado de São Félix;2513109;PB;96,57
Salgado Filho;4122800;PR;98,3
Salgueiro;2612208;PE;93,4
Salinas;3157005;MG;95,9
Salinas da Margarida;2927309;BA;91,7
Salinópolis;1506203;PA;101,78
Salitre;2311959;CE;101,34
Salmourão;3545100;SP;101,09
Saloá;2612307;PE;91,18
Saltinho;3545159;SP;96,46
Saltinho;4215356;SC;102,34
Salto;3545209;SP;96,06
Salto da Divisa;3157104;MG;100,13
Salto de Pirapora;3545308;SP;98,43
Salto do Céu;5107750;MT;102,25
Salto do Itararé;4122909;PR;100,85
Salto do Jacuí;4316451;RS;94,53
Salto do Lontra;4123006;PR;99,15
Salto Grande;3545407;SP;94,79
Salto Veloso;4215406;SC;99,91
Salvador;2927408;BA;83,81
Salvador das Missões;4316477;RS;102,46
Salvador do Sul;4316501;RS;98,87
Salvaterra;1506302;PA;99,78
Sambaíba;2109700;MA;108,54
Sampaio;1718808;TO;103,03
Sananduva;4316600;RS;95,55
Sanclerlândia;5219001;GO;99,5
Sandolândia;1718840;TO;112,38
Sandovalina;3545506;SP;101,16
Sangão;4215455;SC;101,98
Sanharó;2612406;PE;94,36
Sant'Ana do Livramento;4317103;RS;92,29
Santa Adélia;3545605;SP;97,16
Santa Albertina;3545704;SP;98,79
Santa Amélia;4123105;PR;97,33
Santa Bárbara;2927507;BA;96,9
Santa Bárbara;3157203;MG;94,81
Santa Bárbara d'Oeste;3545803;SP;96,32
Santa Bárbara de Goiás;5219100;GO;96,96
Santa Bárbara do Leste;3157252;MG;103,81
Santa Bárbara do Monte Verde;3157278;MG;104,16
Santa Bárbara do Pará;1506351;PA;98,9
Santa Bárbara do Sul;4316709;RS;96,28
Santa Bárbara do Tugúrio;3157302;MG;101,34
Santa Branca;3546009;SP;99,02
Santa Brígida;2927606;BA;101,25
Santa Carmem;5107248;MT;108,13
Santa Cecília;2513158;PB;102,37
Santa Cecília;4215505;SC;98,14
Santa Cecília do Pavão;4123204;PR;97,94
Santa Cecília do Sul;4316733;RS;103,16
Santa Clara d'Oeste;3546108;SP;100,93
Santa Clara do Sul;4316758;RS;98,64
Santa Cruz;2411205;RN;91,28
Santa Cruz;2513208;PB;100,64
Santa Cruz;2612455;PE;103,75
Santa Cruz Cabrália;2927705;BA;98,35
Santa Cruz da Baixa Verde;2612471;PE;95,39
Santa Cruz da Conceição;3546207;SP;96,19
Santa Cruz da Esperança;3546256;SP;100
Santa Cruz da Vitória;2927804;BA;99,7
Santa Cruz das Palmeiras;3546306;SP;97,85
Santa Cruz de Goiás;5219209;GO;113,82
Santa Cruz de Minas;3157336;MG;94,32
Santa Cruz de Monte Castelo;4123303;PR;98,14
Santa Cruz de Salinas;3157377;MG;102,91
Santa Cruz do Arari;1506401;PA;109,31
Santa Cruz do Capibaribe;2612505;PE;93,53
Santa Cruz do Escalvado;3157401;MG;101,34
Santa Cruz do Piauí;2209104;PI;97,73
Santa Cruz do Rio Pardo;3546405;SP;94,54
Santa Cruz do Sul;4316808;RS;90,94
Santa Cruz do Xingu;5107743;MT;112,2
Santa Cruz dos Milagres;2209153;PI;95,5
Santa Efigênia de Minas;3157500;MG;95,31
Santa Ernestina;3546504;SP;100,79
Santa Fé;4123402;PR;93,04
Santa Fé de Goiás;5219258;GO;108,81
Santa Fé de Minas;3157609;MG;110,77
Santa Fé do Araguaia;1718865;TO;103,27
Santa Fé do Sul;3546603;SP;92,6
Santa Filomena;2209203;PI;105,92
Santa Filomena;2612554;PE;103,02
Santa Filomena do Maranhão;2109759;MA;109,09
Santa Gertrudes;3546702;SP;101,67
Santa Helena;2109809;MA;95,66
Santa Helena;2513307;PB;101,27
Santa Helena;4123501;PR;96,44
Santa Helena;4215554;SC;105,16
Santa Helena de Goiás;5219308;GO;96,55
Santa Helena de Minas;3157658;MG;98
Santa Inês;2109908;MA;92,65
Santa Inês;2513356;PB;109
Santa Inês;2927903;BA;97,92
Santa Inês;4123600;PR;96,4
Santa Isabel;3546801;SP;97,6
Santa Isabel;5219357;GO;103,33
Santa Isabel do Ivaí;4123709;PR;95,61
Santa Isabel do Rio Negro;1303601;AM;105,99
Santa Izabel do Oeste;4123808;PR;100,63
Santa Izabel do Pará;1506500;PA;118,77
Santa Juliana;3157708;MG;104,79
Santa Leopoldina;3204500;ES;110,4
Santa Lúcia;3546900;SP;97,32
Santa Lúcia;4123824;PR;101,66
Santa Luz;2209302;PI;105,63
Santa Luzia;2110005;MA;100,99
Santa Luzia;2513406;PB;95,19
Santa Luzia;2928059;BA;110,67
Santa Luzia;3157807;MG;91,34
Santa Luzia D'Oeste;1100296;RO;101,22
Santa Luzia do Itanhy;2806305;SE;98,4
Santa Luzia do Norte;2707909;AL;92,25
Santa Luzia do Pará;1506559;PA;101,09
Santa Luzia do Paruá;2110039;MA;99,65
Santa Margarida;3157906;MG;103,54
Santa Margarida do Sul;4316972;RS;112,96
Santa Maria;2409332;RN;101,96
Santa Maria;4316907;RS;90,23
Santa Maria da Boa Vista;2612604;PE;101,64
Santa Maria da Serra;3547007;SP;101,5
Santa Maria da Vitória;2928109;BA;99,72
Santa Maria das Barreiras;1506583;PA;112,75
Santa Maria de Itabira;3158003;MG;97,01
Santa Maria de Jetibá;3204559;ES;102,77
Santa Maria do Cambucá;2612703;PE;96,87
Santa Maria do Herval;4316956;RS;104,98
Santa Maria do Oeste;4123857;PR;106,31
Santa Maria do Pará;1506609;PA;97,36
Santa Maria do Salto;3158102;MG;102
Santa Maria do Suaçuí;3158201;MG;99,44
Santa Maria do Tocantins;1718881;TO;107,75
Santa Maria Madalena;3304607;RJ;100,55
Santa Mariana;4123907;PR;94,48
Santa Mercedes;3547106;SP;97,2
Santa Mônica;4123956;PR;103,64
Santa Quitéria;2312205;CE;99
Santa Quitéria do Maranhão;2110104;MA;98,95
Santa Rita;2110203;MA;99,69
Santa Rita;2513703;PB;92,61
Santa Rita d'Oeste;3547403;SP;93,97
Santa Rita de Caldas;3159209;MG;103,61
Santa Rita de Cássia;2928406;BA;104,63
Santa Rita de Ibitipoca;3159407;MG;109,59
Santa Rita de Jacutinga;3159308;MG;100,21
Santa Rita de Minas;3159357;MG;100,86
Santa Rita do Araguaia;5219407;GO;98,19
Santa Rita do Itueto;3159506;MG;100,34
Santa Rita do Novo Destino;5219456;GO;107,97
Santa Rita do Pardo;5007554;MS;106,37
Santa Rita do Passa Quatro;3547502;SP;91,86
Santa Rita do Sapucaí;3159605;MG;98,13
Santa Rita do Tocantins;1718899;TO;109,34
Santa Rita do Trivelato;5107768;MT;107,6
Santa Rosa;4317202;RS;94,81
Santa Rosa da Serra;3159704;MG;107,74
Santa Rosa de Goiás;5219506;GO;102,88
Santa Rosa de Lima;2806503;SE;101,59
Santa Rosa de Lima;4215604;SC;105,71
Santa Rosa de Viterbo;3547601;SP;93,24
Santa Rosa do Piauí;2209377;PI;96,37
Santa Rosa do Purus;1200435;AC;103,73
Santa Rosa do Sul;4215653;SC;97,94
Santa Rosa do Tocantins;1718907;TO;107,72
Santa Salete;3547650;SP;101,1
Santa Teresa;3204609;ES;98,76
Santa Teresinha;2513802;PB;97,93
Santa Tereza;4317251;RS;103,65
Santa Tereza de Goiás;5219605;GO;101,78
Santa Tereza do Oeste;4124020;PR;97,39
Santa Tereza do Tocantins;1719004;TO;106,15
Santa Terezinha;2612802;PE;93,69
Santa Terezinha;2928505;BA;93,6
Santa Terezinha;4215679;SC;112,1
Santa Terezinha;5107776;MT;111,88
Santa Terezinha de Goiás;5219704;GO;102,15
Santa Terezinha de Itaipu;4124053;PR;92,45
